transaction_id,user_id,transaction_date,transaction_month,day_of_week,is_weekend,transaction_type,amount_xaf,fee_xaf,status,provider,month_num,year,quarter
TX_000764,USER_018,2024-04-25,2024-04-01,Thursday,0,Pay Bill,10800.0,210.0,Success,Orange Money,4,2024,2
TX_000765,USER_018,2024-12-22,2024-12-01,Sunday,1,Withdraw Cash,21500.0,281.0,Success,Orange Money,12,2024,4
TX_000766,USER_018,2024-03-14,2024-03-01,Thursday,0,Receive Money,9400.0,125.0,Success,Orange Money,3,2024,1
TX_000767,USER_018,2024-08-07,2024-08-01,Wednesday,0,Merchant Payment,3200.0,27.0,Success,Orange Money,8,2024,3
TX_000768,USER_019,2024-12-20,2024-12-01,Friday,0,Receive Money,116900.0,2077.0,Success,Orange Money,12,2024,4
TX_000769,USER_019,2025-02-10,2025-02-01,Monday,0,Deposit Cash,17900.0,214.0,Success,Orange Money,2,2025,1
TX_000770,USER_019,2024-09-09,2024-09-01,Monday,0,Receive Money,69600.0,443.0,Success,Orange Money,9,2024,3
TX_000771,USER_019,2024-09-20,2024-09-01,Friday,0,Send Money,116900.0,2061.0,Success,Orange Money,9,2024,3
TX_000772,USER_019,2024-06-10,2024-06-01,Monday,0,Merchant Payment,98900.0,506.0,Failed,Orange Money,6,2024,2
TX_000773,USER_019,2024-04-08,2024-04-01,Monday,0,Receive Money,27200.0,449.0,Success,Orange Money,4,2024,2
TX_000774,USER_019,2024-12-29,2024-12-01,Sunday,1,Pay Bill,24700.0,326.0,Success,Orange Money,12,2024,4
TX_000775,USER_019,2025-02-17,2025-02-01,Monday,0,Receive Money,27100.0,599.0,Success,Orange Money,2,2025,1
TX_000776,USER_019,2025-01-16,2025-01-01,Thursday,0,Receive Money,27100.0,3317.0,Success,Orange Money,1,2025,1
TX_000777,USER_019,2024-07-03,2024-07-01,Wednesday,0,Receive Money,51800.0,925.0,Success,Orange Money,7,2024,3
TX_000778,USER_019,2024-04-22,2024-04-01,Monday,0,Pay Bill,14500.0,156.0,Success,Orange Money,4,2024,2
TX_000779,USER_019,2025-02-20,2025-02-01,Thursday,0,Pay Bill,70900.0,1415.0,Success,Orange Money,2,2025,1
TX_000780,USER_019,2024-08-02,2024-08-01,Friday,0,Pay Bill,40500.0,387.0,Success,Orange Money,8,2024,3
TX_000781,USER_019,2025-02-14,2025-02-01,Friday,0,Send Money,116900.0,2408.0,Success,Orange Money,2,2025,1
TX_000782,USER_019,2025-01-02,2025-01-01,Thursday,0,Merchant Payment,116600.0,811.0,Success,Orange Money,1,2025,1
TX_000783,USER_019,2024-05-01,2024-05-01,Wednesday,0,Pay Bill,72400.0,1149.0,Success,Orange Money,5,2024,2
TX_000784,USER_019,2024-12-15,2024-12-01,Sunday,1,Receive Money,116900.0,1120.0,Success,Orange Money,12,2024,4
TX_000785,USER_019,2024-03-22,2024-03-01,Friday,0,Receive Money,19800.0,169.0,Success,Orange Money,3,2024,1
TX_000786,USER_019,2024-08-25,2024-08-01,Sunday,1,Merchant Payment,46100.0,413.0,Success,Orange Money,8,2024,3
TX_000787,USER_019,2024-11-28,2024-11-01,Thursday,0,Receive Money,10100.0,191.0,Success,Orange Money,11,2024,4
TX_000788,USER_019,2024-10-06,2024-10-01,Sunday,1,Pay Bill,3800.0,68.0,Success,Orange Money,10,2024,4
TX_000789,USER_019,2025-02-02,2025-02-01,Sunday,1,Merchant Payment,116900.0,1139.0,Success,Orange Money,2,2025,1
TX_000790,USER_019,2024-09-06,2024-09-01,Friday,0,Withdraw Cash,111100.0,1499.0,Success,Orange Money,9,2024,3
TX_000791,USER_019,2024-04-05,2024-04-01,Friday,0,Send Money,116900.0,1743.0,Success,Orange Money,4,2024,2
TX_000792,USER_019,2024-11-15,2024-11-01,Friday,0,Send Money,116900.0,981.0,Success,Orange Money,11,2024,4
TX_000793,USER_019,2025-01-26,2025-01-01,Sunday,1,Pay Bill,17200.0,143.0,Success,Orange Money,1,2025,1
TX_000794,USER_019,2024-08-22,2024-08-01,Thursday,0,Receive Money,22400.0,142.0,Success,Orange Money,8,2024,3
TX_000795,USER_019,2024-03-07,2024-03-01,Thursday,0,Send Money,116900.0,1405.0,Success,Orange Money,3,2024,1
TX_000796,USER_019,2024-10-02,2024-10-01,Wednesday,0,Receive Money,116900.0,2882.0,Success,Orange Money,10,2024,4
TX_000797,USER_019,2024-11-06,2024-11-01,Wednesday,0,Withdraw Cash,116900.0,2263.0,Success,Orange Money,11,2024,4
TX_000798,USER_019,2024-04-24,2024-04-01,Wednesday,0,Receive Money,51200.0,484.0,Success,Orange Money,4,2024,2
TX_000799,USER_019,2024-10-08,2024-10-01,Tuesday,0,Buy Airtime,11100.0,113.0,Success,Orange Money,10,2024,4
TX_000800,USER_019,2024-09-02,2024-09-01,Monday,0,Send Money,42400.0,738.0,Success,Orange Money,9,2024,3
TX_000801,USER_019,2025-01-20,2025-01-01,Monday,0,Receive Money,116900.0,1679.0,Pending,Orange Money,1,2025,1
TX_000802,USER_019,2024-10-22,2024-10-01,Tuesday,0,Receive Money,81900.0,793.0,Success,Orange Money,10,2024,4
TX_000803,USER_019,2025-02-26,2025-02-01,Wednesday,0,Send Money,116900.0,2830.0,Success,Orange Money,2,2025,1
TX_000804,USER_019,2024-05-18,2024-05-01,Saturday,1,Send Money,116900.0,866.0,Success,Orange Money,5,2024,2
TX_000805,USER_019,2024-10-09,2024-10-01,Wednesday,0,Buy Airtime,8200.0,51.0,Success,Orange Money,10,2024,4
TX_000806,USER_019,2024-05-30,2024-05-01,Thursday,0,Save/Investment,6000.0,70.0,Success,Orange Money,5,2024,2
TX_000807,USER_019,2024-11-23,2024-11-01,Saturday,1,Send Money,41800.0,430.0,Success,Orange Money,11,2024,4
TX_000808,USER_019,2025-01-28,2025-01-01,Tuesday,0,Pay Bill,58500.0,1157.0,Success,Orange Money,1,2025,1
TX_000809,USER_019,2024-07-17,2024-07-01,Wednesday,0,Pay Bill,41800.0,597.0,Success,Orange Money,7,2024,3
TX_000810,USER_019,2025-01-10,2025-01-01,Friday,0,Pay Bill,59100.0,316.0,Success,Orange Money,1,2025,1
TX_000811,USER_019,2024-12-01,2024-12-01,Sunday,1,Receive Money,32300.0,210.0,Success,Orange Money,12,2024,4
TX_000812,USER_019,2024-11-03,2024-11-01,Sunday,1,Buy Airtime,4000.0,48.0,Success,Orange Money,11,2024,4
TX_000813,USER_019,2024-10-25,2024-10-01,Friday,0,Send Money,39800.0,2624.0,Success,Orange Money,10,2024,4
TX_000814,USER_019,2024-10-10,2024-10-01,Thursday,0,Buy Airtime,7800.0,46.0,Success,Orange Money,10,2024,4
TX_000815,USER_019,2024-12-29,2024-12-01,Sunday,1,Send Money,116900.0,1626.0,Success,Orange Money,12,2024,4
TX_000816,USER_019,2024-07-16,2024-07-01,Tuesday,0,Merchant Payment,116900.0,2335.0,Success,Orange Money,7,2024,3
TX_000817,USER_019,2024-08-13,2024-08-01,Tuesday,0,Send Money,91700.0,656.0,Success,Orange Money,8,2024,3
TX_000818,USER_019,2024-07-04,2024-07-01,Thursday,0,Pay Bill,85000.0,838.0,Success,Orange Money,7,2024,3
TX_000819,USER_019,2024-04-14,2024-04-01,Sunday,1,Buy Airtime,4000.0,59.0,Success,Orange Money,4,2024,2
TX_000820,USER_019,2024-07-21,2024-07-01,Sunday,1,Receive Money,27100.0,1131.0,Pending,Orange Money,7,2024,3
TX_000821,USER_019,2024-10-17,2024-10-01,Thursday,0,Send Money,116900.0,1600.0,Success,Orange Money,10,2024,4
TX_000822,USER_019,2024-07-03,2024-07-01,Wednesday,0,Send Money,116900.0,2565.0,Success,Orange Money,7,2024,3
TX_000823,USER_019,2024-10-24,2024-10-01,Thursday,0,Pay Bill,70600.0,1066.0,Success,Orange Money,10,2024,4
TX_000824,USER_019,2024-12-17,2024-12-01,Tuesday,0,Pay Bill,58100.0,993.0,Success,Orange Money,12,2024,4
TX_000825,USER_019,2025-01-07,2025-01-01,Tuesday,0,Deposit Cash,116900.0,1339.0,Success,Orange Money,1,2025,1
TX_000826,USER_019,2025-02-06,2025-02-01,Thursday,0,Receive Money,116900.0,2321.0,Success,Orange Money,2,2025,1
TX_000827,USER_019,2024-09-11,2024-09-01,Wednesday,0,Deposit Cash,116900.0,1883.0,Success,Orange Money,9,2024,3
TX_000828,USER_019,2024-08-20,2024-08-01,Tuesday,0,Save/Investment,109400.0,1835.0,Pending,Orange Money,8,2024,3
TX_000829,USER_019,2024-03-15,2024-03-01,Friday,0,Buy Airtime,4800.0,84.0,Success,Orange Money,3,2024,1
TX_000830,USER_019,2024-11-09,2024-11-01,Saturday,1,Buy Airtime,4000.0,65.0,Success,Orange Money,11,2024,4
TX_000831,USER_019,2024-08-14,2024-08-01,Wednesday,0,Merchant Payment,26800.0,341.0,Success,Orange Money,8,2024,3
TX_000832,USER_019,2024-06-02,2024-06-01,Sunday,1,Send Money,116900.0,3055.0,Success,Orange Money,6,2024,2
TX_000833,USER_019,2024-11-05,2024-11-01,Tuesday,0,Send Money,31600.0,544.0,Failed,Orange Money,11,2024,4
TX_000834,USER_019,2024-06-17,2024-06-01,Monday,0,Pay Bill,46400.0,454.0,Success,Orange Money,6,2024,2
TX_000835,USER_019,2024-08-29,2024-08-01,Thursday,0,Buy Airtime,4500.0,43.0,Success,Orange Money,8,2024,3
TX_000836,USER_019,2024-07-11,2024-07-01,Thursday,0,Send Money,78500.0,1045.0,Success,Orange Money,7,2024,3
TX_000837,USER_019,2024-08-22,2024-08-01,Thursday,0,Send Money,116900.0,3608.0,Success,Orange Money,8,2024,3
TX_000838,USER_019,2024-07-22,2024-07-01,Monday,0,Merchant Payment,83200.0,1430.0,Success,Orange Money,7,2024,3
TX_000839,USER_019,2024-12-31,2024-12-01,Tuesday,0,Buy Airtime,14800.0,124.0,Success,Orange Money,12,2024,4
TX_000840,USER_019,2025-02-23,2025-02-01,Sunday,1,Pay Bill,15000.0,93.0,Success,Orange Money,2,2025,1
TX_000841,USER_019,2024-07-20,2024-07-01,Saturday,1,Save/Investment,61600.0,389.0,Success,Orange Money,7,2024,3
TX_000842,USER_020,2024-12-10,2024-12-01,Tuesday,0,Merchant Payment,69900.0,685.0,Success,MTN Mobile Money,12,2024,4
TX_000843,USER_020,2024-03-06,2024-03-01,Wednesday,0,Pay Bill,61500.0,937.0,Success,MTN Mobile Money,3,2024,1
TX_000844,USER_020,2024-11-20,2024-11-01,Wednesday,0,Receive Money,116900.0,2664.0,Success,Orange Money,11,2024,4
TX_000845,USER_020,2024-06-06,2024-06-01,Thursday,0,Withdraw Cash,116900.0,4103.0,Success,Orange Money,6,2024,2
TX_000846,USER_020,2024-04-13,2024-04-01,Saturday,1,Send Money,116900.0,2834.0,Success,Orange Money,4,2024,2
TX_000847,USER_020,2024-07-02,2024-07-01,Tuesday,0,Pay Bill,56700.0,1006.0,Success,Orange Money,7,2024,3
TX_000848,USER_020,2024-09-25,2024-09-01,Wednesday,0,Buy Airtime,8000.0,74.0,Success,MTN Mobile Money,9,2024,3
TX_000849,USER_020,2024-11-06,2024-11-01,Wednesday,0,Buy Airtime,1600.0,9.0,Success,Orange Money,11,2024,4
TX_000850,USER_020,2024-12-10,2024-12-01,Tuesday,0,Pay Bill,8800.0,50.0,Success,MTN Mobile Money,12,2024,4
TX_000851,USER_020,2024-07-02,2024-07-01,Tuesday,0,Send Money,116900.0,1845.0,Success,Orange Money,7,2024,3
TX_000852,USER_020,2025-02-17,2025-02-01,Monday,0,Buy Airtime,2600.0,51.0,Success,Orange Money,2,2025,1
TX_000853,USER_020,2024-10-30,2024-10-01,Wednesday,0,Withdraw Cash,111400.0,1628.0,Success,MTN Mobile Money,10,2024,4
TX_000854,USER_020,2025-01-25,2025-01-01,Saturday,1,Withdraw Cash,116900.0,2332.0,Failed,MTN Mobile Money,1,2025,1
TX_000855,USER_020,2025-02-28,2025-02-01,Friday,0,Send Money,76800.0,450.0,Success,Orange Money,2,2025,1
TX_000856,USER_020,2024-11-07,2024-11-01,Thursday,0,Receive Money,116900.0,3346.0,Failed,MTN Mobile Money,11,2024,4
TX_000857,USER_020,2024-10-16,2024-10-01,Wednesday,0,Pay Bill,38900.0,740.0,Success,MTN Mobile Money,10,2024,4
TX_000858,USER_020,2024-03-09,2024-03-01,Saturday,1,Receive Money,116900.0,1424.0,Success,MTN Mobile Money,3,2024,1
TX_000859,USER_020,2024-04-17,2024-04-01,Wednesday,0,Receive Money,116900.0,908.0,Success,MTN Mobile Money,4,2024,2
TX_000860,USER_020,2024-07-29,2024-07-01,Monday,0,Send Money,28700.0,549.0,Success,Orange Money,7,2024,3
TX_000861,USER_020,2024-06-22,2024-06-01,Saturday,1,Merchant Payment,62600.0,677.0,Success,Orange Money,6,2024,2
TX_000862,USER_020,2024-09-24,2024-09-01,Tuesday,0,Pay Bill,37500.0,444.0,Success,MTN Mobile Money,9,2024,3
TX_000863,USER_020,2025-02-18,2025-02-01,Tuesday,0,Buy Airtime,14300.0,104.0,Success,MTN Mobile Money,2,2025,1
TX_000864,USER_020,2024-07-03,2024-07-01,Wednesday,0,Buy Airtime,1900.0,34.0,Success,Orange Money,7,2024,3
TX_000865,USER_020,2024-08-04,2024-08-01,Sunday,1,Receive Money,40300.0,645.0,Success,Orange Money,8,2024,3
TX_000866,USER_020,2025-02-03,2025-02-01,Monday,0,Receive Money,11500.0,120.0,Success,Orange Money,2,2025,1
TX_000867,USER_020,2024-12-23,2024-12-01,Monday,0,Receive Money,116900.0,2529.0,Success,MTN Mobile Money,12,2024,4
TX_000868,USER_020,2024-09-05,2024-09-01,Thursday,0,Buy Airtime,2500.0,19.0,Success,MTN Mobile Money,9,2024,3
TX_000869,USER_020,2024-10-29,2024-10-01,Tuesday,0,Send Money,104700.0,1459.0,Success,Orange Money,10,2024,4
TX_000870,USER_020,2024-12-09,2024-12-01,Monday,0,Receive Money,113600.0,1424.0,Success,Orange Money,12,2024,4
TX_000871,USER_020,2024-11-27,2024-11-01,Wednesday,0,Pay Bill,57800.0,1007.0,Success,MTN Mobile Money,11,2024,4
TX_000872,USER_020,2024-08-24,2024-08-01,Saturday,1,Send Money,39800.0,1608.0,Pending,Orange Money,8,2024,3
TX_000873,USER_020,2024-10-04,2024-10-01,Friday,0,Send Money,116900.0,973.0,Success,MTN Mobile Money,10,2024,4
TX_000874,USER_020,2024-12-07,2024-12-01,Saturday,1,Pay Bill,89600.0,462.0,Success,Orange Money,12,2024,4
TX_000875,USER_020,2024-08-17,2024-08-01,Saturday,1,Deposit Cash,116900.0,1521.0,Pending,MTN Mobile Money,8,2024,3
TX_000876,USER_020,2024-08-28,2024-08-01,Wednesday,0,Send Money,55600.0,751.0,Success,Orange Money,8,2024,3
TX_000877,USER_020,2025-02-23,2025-02-01,Sunday,1,Buy Airtime,5900.0,34.0,Success,MTN Mobile Money,2,2025,1
TX_000878,USER_020,2024-10-19,2024-10-01,Saturday,1,Pay Bill,68400.0,1271.0,Success,MTN Mobile Money,10,2024,4
TX_000879,USER_020,2024-07-17,2024-07-01,Wednesday,0,Deposit Cash,116900.0,3433.0,Success,MTN Mobile Money,7,2024,3
TX_000880,USER_020,2024-08-04,2024-08-01,Sunday,1,Send Money,53500.0,1018.0,Success,MTN Mobile Money,8,2024,3
TX_000881,USER_020,2024-07-07,2024-07-01,Sunday,1,Buy Airtime,6400.0,124.0,Success,Orange Money,7,2024,3
TX_000882,USER_020,2024-06-27,2024-06-01,Thursday,0,Pay Bill,4200.0,51.0,Success,Orange Money,6,2024,2
TX_000883,USER_020,2024-05-01,2024-05-01,Wednesday,0,Send Money,116900.0,2396.0,Success,Orange Money,5,2024,2
TX_000884,USER_020,2024-06-07,2024-06-01,Friday,0,Buy Airtime,5800.0,83.0,Success,MTN Mobile Money,6,2024,2
TX_000885,USER_020,2024-08-09,2024-08-01,Friday,0,Send Money,49700.0,537.0,Success,MTN Mobile Money,8,2024,3
TX_000886,USER_021,2024-05-01,2024-05-01,Wednesday,0,Send Money,26800.0,137.0,Success,Orange Money,5,2024,2
TX_000887,USER_021,2024-11-30,2024-11-01,Saturday,1,Buy Airtime,2000.0,36.0,Success,MTN Mobile Money,11,2024,4
TX_000888,USER_021,2025-02-17,2025-02-01,Monday,0,Send Money,51400.0,857.0,Success,Orange Money,2,2025,1
TX_000889,USER_021,2024-06-03,2024-06-01,Monday,0,Buy Airtime,2300.0,13.0,Failed,Orange Money,6,2024,2
TX_000890,USER_021,2024-06-07,2024-06-01,Friday,0,Pay Bill,9900.0,189.0,Pending,Orange Money,6,2024,2
TX_000891,USER_021,2024-06-19,2024-06-01,Wednesday,0,Send Money,29200.0,254.0,Success,MTN Mobile Money,6,2024,2
TX_000892,USER_021,2024-11-03,2024-11-01,Sunday,1,Withdraw Cash,51200.0,292.0,Failed,MTN Mobile Money,11,2024,4
TX_000893,USER_021,2024-07-20,2024-07-01,Saturday,1,Buy Airtime,300.0,2.0,Success,MTN Mobile Money,7,2024,3
TX_000894,USER_021,2024-12-27,2024-12-01,Friday,0,Receive Money,43000.0,482.0,Success,Orange Money,12,2024,4
TX_000895,USER_021,2024-11-24,2024-11-01,Sunday,1,Receive Money,10200.0,66.0,Failed,Orange Money,11,2024,4
TX_000896,USER_021,2024-12-31,2024-12-01,Tuesday,0,Buy Airtime,3400.0,23.0,Success,MTN Mobile Money,12,2024,4
TX_000897,USER_021,2024-07-23,2024-07-01,Tuesday,0,Send Money,10300.0,175.0,Success,MTN Mobile Money,7,2024,3
TX_000898,USER_021,2024-04-21,2024-04-01,Sunday,1,Send Money,18800.0,314.0,Success,MTN Mobile Money,4,2024,2
TX_000899,USER_021,2024-06-08,2024-06-01,Saturday,1,Receive Money,43900.0,873.0,Success,Orange Money,6,2024,2
TX_000900,USER_021,2024-07-30,2024-07-01,Tuesday,0,Save/Investment,25700.0,317.0,Success,MTN Mobile Money,7,2024,3
TX_000901,USER_021,2024-06-25,2024-06-01,Tuesday,0,Save/Investment,6600.0,112.0,Success,MTN Mobile Money,6,2024,2
TX_000902,USER_021,2024-09-01,2024-09-01,Sunday,1,Receive Money,41100.0,435.0,Success,Orange Money,9,2024,3
TX_000903,USER_021,2024-05-31,2024-05-01,Friday,0,Deposit Cash,4800.0,74.0,Success,MTN Mobile Money,5,2024,2
TX_000904,USER_021,2024-08-02,2024-08-01,Friday,0,Pay Bill,14400.0,206.0,Success,Orange Money,8,2024,3
TX_000905,USER_021,2024-03-08,2024-03-01,Friday,0,Send Money,37900.0,415.0,Success,Orange Money,3,2024,1
TX_000906,USER_021,2025-02-26,2025-02-01,Wednesday,0,Withdraw Cash,40300.0,464.0,Success,MTN Mobile Money,2,2025,1
TX_000907,USER_021,2024-11-29,2024-11-01,Friday,0,Receive Money,20100.0,302.0,Success,MTN Mobile Money,11,2024,4
TX_000908,USER_021,2024-05-04,2024-05-01,Saturday,1,Buy Airtime,3300.0,34.0,Success,MTN Mobile Money,5,2024,2
TX_000909,USER_021,2024-07-19,2024-07-01,Friday,0,Pay Bill,11900.0,161.0,Success,MTN Mobile Money,7,2024,3
TX_000910,USER_021,2024-03-24,2024-03-01,Sunday,1,Deposit Cash,18300.0,221.0,Success,MTN Mobile Money,3,2024,1
TX_000911,USER_021,2024-03-28,2024-03-01,Thursday,0,Receive Money,39000.0,527.0,Success,Orange Money,3,2024,1
TX_000912,USER_021,2024-12-09,2024-12-01,Monday,0,Pay Bill,3300.0,38.0,Success,Orange Money,12,2024,4
TX_000913,USER_021,2024-07-28,2024-07-01,Sunday,1,Pay Bill,12900.0,164.0,Success,Orange Money,7,2024,3
TX_000914,USER_021,2025-02-21,2025-02-01,Friday,0,Pay Bill,19100.0,165.0,Success,MTN Mobile Money,2,2025,1
TX_000915,USER_021,2024-05-04,2024-05-01,Saturday,1,Buy Airtime,3300.0,25.0,Success,Orange Money,5,2024,2
TX_000916,USER_021,2025-01-21,2025-01-01,Tuesday,0,Send Money,40100.0,418.0,Success,MTN Mobile Money,1,2025,1
TX_000917,USER_021,2024-11-07,2024-11-01,Thursday,0,Merchant Payment,7000.0,37.0,Success,MTN Mobile Money,11,2024,4
TX_000918,USER_021,2024-04-22,2024-04-01,Monday,0,Buy Airtime,1200.0,17.0,Success,MTN Mobile Money,4,2024,2
TX_000919,USER_021,2024-03-07,2024-03-01,Thursday,0,Withdraw Cash,64000.0,869.0,Success,Orange Money,3,2024,1
TX_000920,USER_022,2024-12-19,2024-12-01,Thursday,0,Send Money,63400.0,683.0,Success,Orange Money,12,2024,4
TX_000921,USER_022,2024-07-24,2024-07-01,Wednesday,0,Buy Airtime,3000.0,18.0,Success,Orange Money,7,2024,3
TX_000922,USER_022,2024-10-27,2024-10-01,Sunday,1,Send Money,58000.0,962.0,Success,Orange Money,10,2024,4
TX_000923,USER_022,2024-11-01,2024-11-01,Friday,0,Buy Airtime,200.0,2.0,Success,Orange Money,11,2024,4
TX_000924,USER_022,2024-10-12,2024-10-01,Saturday,1,Receive Money,69100.0,666.0,Success,Orange Money,10,2024,4
TX_000925,USER_022,2024-08-22,2024-08-01,Thursday,0,Receive Money,27000.0,361.0,Success,Orange Money,8,2024,3
TX_000926,USER_022,2024-06-03,2024-06-01,Monday,0,Buy Airtime,4100.0,75.0,Success,Orange Money,6,2024,2
TX_000927,USER_022,2024-03-27,2024-03-01,Wednesday,0,Send Money,59000.0,479.0,Success,Orange Money,3,2024,1
TX_000928,USER_022,2024-07-08,2024-07-01,Monday,0,Buy Airtime,1700.0,10.0,Success,Orange Money,7,2024,3
TX_000929,USER_022,2024-10-31,2024-10-01,Thursday,0,Send Money,72300.0,388.0,Success,Orange Money,10,2024,4
TX_000930,USER_022,2024-04-28,2024-04-01,Sunday,1,Pay Bill,11300.0,211.0,Success,Orange Money,4,2024,2
TX_000931,USER_022,2024-04-03,2024-04-01,Wednesday,0,Pay Bill,20700.0,393.0,Success,Orange Money,4,2024,2
TX_000932,USER_022,2024-09-22,2024-09-01,Sunday,1,Deposit Cash,9300.0,100.0,Success,Orange Money,9,2024,3
TX_000933,USER_022,2024-11-07,2024-11-01,Thursday,0,Merchant Payment,7700.0,56.0,Success,Orange Money,11,2024,4
TX_000934,USER_022,2024-04-07,2024-04-01,Sunday,1,Send Money,15000.0,292.0,Success,Orange Money,4,2024,2
TX_000935,USER_022,2024-12-21,2024-12-01,Saturday,1,Buy Airtime,3700.0,39.0,Success,Orange Money,12,2024,4
TX_000936,USER_022,2025-01-17,2025-01-01,Friday,0,Receive Money,25400.0,369.0,Success,Orange Money,1,2025,1
TX_000937,USER_022,2025-02-15,2025-02-01,Saturday,1,Send Money,42100.0,792.0,Success,Orange Money,2,2025,1
TX_000938,USER_022,2024-03-28,2024-03-01,Thursday,0,Receive Money,27100.0,786.0,Success,Orange Money,3,2024,1
TX_000939,USER_022,2024-05-17,2024-05-01,Friday,0,Send Money,52800.0,772.0,Success,Orange Money,5,2024,2
TX_000940,USER_022,2024-05-16,2024-05-01,Thursday,0,Withdraw Cash,90400.0,815.0,Success,Orange Money,5,2024,2
TX_000941,USER_022,2024-12-14,2024-12-01,Saturday,1,Send Money,48200.0,592.0,Success,Orange Money,12,2024,4
TX_000942,USER_022,2024-08-03,2024-08-01,Saturday,1,Merchant Payment,43600.0,731.0,Success,Orange Money,8,2024,3
TX_000943,USER_022,2024-04-13,2024-04-01,Saturday,1,Merchant Payment,5100.0,91.0,Success,Orange Money,4,2024,2
TX_000944,USER_022,2024-07-06,2024-07-01,Saturday,1,Send Money,53700.0,455.0,Success,Orange Money,7,2024,3
TX_000945,USER_022,2024-04-30,2024-04-01,Tuesday,0,Receive Money,5600.0,43.0,Success,Orange Money,4,2024,2
TX_000946,USER_022,2024-12-11,2024-12-01,Wednesday,0,Pay Bill,3400.0,52.0,Success,Orange Money,12,2024,4
TX_000947,USER_022,2024-09-30,2024-09-01,Monday,0,Merchant Payment,43600.0,407.0,Success,Orange Money,9,2024,3
TX_000948,USER_022,2025-01-05,2025-01-01,Sunday,1,Deposit Cash,98700.0,1379.0,Success,Orange Money,1,2025,1
TX_000949,USER_022,2024-12-31,2024-12-01,Tuesday,0,Buy Airtime,3200.0,47.0,Success,Orange Money,12,2024,4
TX_000950,USER_022,2025-01-11,2025-01-01,Saturday,1,Deposit Cash,96000.0,794.0,Success,Orange Money,1,2025,1
TX_000951,USER_022,2024-06-24,2024-06-01,Monday,0,Send Money,65700.0,995.0,Success,Orange Money,6,2024,2
TX_000952,USER_022,2024-11-23,2024-11-01,Saturday,1,Pay Bill,17800.0,171.0,Success,Orange Money,11,2024,4
TX_000953,USER_022,2024-09-11,2024-09-01,Wednesday,0,Deposit Cash,98100.0,1863.0,Failed,Orange Money,9,2024,3
TX_000954,USER_022,2024-10-17,2024-10-01,Thursday,0,Pay Bill,14600.0,228.0,Failed,Orange Money,10,2024,4
TX_000955,USER_022,2024-10-13,2024-10-01,Sunday,1,Send Money,24700.0,175.0,Success,Orange Money,10,2024,4
TX_000956,USER_022,2024-07-31,2024-07-01,Wednesday,0,Receive Money,26400.0,160.0,Success,Orange Money,7,2024,3
TX_000957,USER_022,2024-12-27,2024-12-01,Friday,0,Deposit Cash,24100.0,372.0,Success,Orange Money,12,2024,4
TX_000958,USER_022,2024-10-06,2024-10-01,Sunday,1,Deposit Cash,14100.0,277.0,Success,Orange Money,10,2024,4
TX_000959,USER_022,2024-08-04,2024-08-01,Sunday,1,Save/Investment,45600.0,380.0,Success,Orange Money,8,2024,3
TX_000960,USER_022,2024-12-17,2024-12-01,Tuesday,0,Receive Money,42400.0,321.0,Success,Orange Money,12,2024,4
TX_000961,USER_022,2025-01-12,2025-01-01,Sunday,1,Pay Bill,2000.0,14.0,Success,Orange Money,1,2025,1
TX_000962,USER_022,2024-03-31,2024-03-01,Sunday,1,Send Money,32000.0,388.0,Success,Orange Money,3,2024,1
TX_000963,USER_022,2025-01-07,2025-01-01,Tuesday,0,Deposit Cash,53500.0,643.0,Success,Orange Money,1,2025,1
TX_000964,USER_022,2024-04-20,2024-04-01,Saturday,1,Deposit Cash,89600.0,1595.0,Success,Orange Money,4,2024,2
TX_000965,USER_022,2024-06-15,2024-06-01,Saturday,1,Send Money,22500.0,128.0,Failed,Orange Money,6,2024,2
TX_000966,USER_022,2025-01-15,2025-01-01,Wednesday,0,Buy Airtime,3800.0,37.0,Success,Orange Money,1,2025,1
TX_000967,USER_022,2024-06-17,2024-06-01,Monday,0,Receive Money,600.0,6.0,Success,Orange Money,6,2024,2
TX_000968,USER_023,2024-07-14,2024-07-01,Sunday,1,Send Money,44500.0,565.0,Success,Orange Money,7,2024,3
TX_000969,USER_023,2025-02-02,2025-02-01,Sunday,1,Deposit Cash,75500.0,1207.0,Success,Orange Money,2,2025,1
TX_000970,USER_023,2024-04-11,2024-04-01,Thursday,0,Withdraw Cash,49050.0,374.0,Success,Orange Money,4,2024,2
TX_000971,USER_023,2024-05-20,2024-05-01,Monday,0,Receive Money,6300.0,102.0,Success,Orange Money,5,2024,2
TX_000972,USER_023,2024-07-01,2024-07-01,Monday,0,Receive Money,39000.0,1128.0,Success,Orange Money,7,2024,3
TX_000973,USER_023,2024-05-28,2024-05-01,Tuesday,0,Receive Money,39000.0,548.0,Success,Orange Money,5,2024,2
TX_000974,USER_023,2024-12-08,2024-12-01,Sunday,1,Send Money,36500.0,587.0,Success,Orange Money,12,2024,4
TX_000975,USER_023,2024-04-08,2024-04-01,Monday,0,Deposit Cash,87900.0,1459.0,Success,Orange Money,4,2024,2
TX_000976,USER_023,2024-05-20,2024-05-01,Monday,0,Send Money,43000.0,239.0,Success,Orange Money,5,2024,2
TX_000977,USER_023,2024-03-02,2024-03-01,Saturday,1,Receive Money,45200.0,415.0,Success,Orange Money,3,2024,1
